AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,DistrictName,CrimeMajorHeadID,CrimeGroupName,GravityOffenceID,FIR_Count,IsRepeatOffender,RiskScore
572,320,Hanumantha Ahmed,22,M,A2,Belagavi (Belgaum),7,Cyber Crimes,2,409,1,100
573,321,Saleem Shenoy,28,M,A1,Mysuru,6,Economic Offences,2,856,1,100
574,322,Suresh alias Chain Suresh,24,M,A1,Kodagu,2,Crimes Against Property,2,856,1,100
575,322,Mahadeva Nayak,21,M,A2,Kodagu,2,Crimes Against Property,2,409,1,100
576,323,Basheer Hosur,28,M,A1,Dakshina Kannada,2,Crimes Against Property,3,856,1,100
577,324,Shamsher alias Bullet,39,M,A1,Bengaluru Urban,9,Arms Act Offences,1,856,1,100
578,324,Santosh Poojary,21,M,A2,Bengaluru Urban,9,Arms Act Offences,1,409,1,100
579,325,Raghavendra Nair,23,M,A1,Bengaluru Urban,2,Crimes Against Property,1,856,1,100
580,326,Faiz Pai,20,M,A1,Bengaluru Urban,2,Crimes Against Property,1,856,1,100
581,326,Imran Reddy,34,M,A2,Bengaluru Urban,2,Crimes Against Property,1,409,1,100
582,327,Mohan Ansari,21,M,A1,Dakshina Kannada,8,Drug/Narcotic Offences,2,856,1,100
583,327,Zubaida Naidu,39,F,A2,Dakshina Kannada,8,Drug/Narcotic Offences,2,409,1,100
584,328,Santhosh Kini,18,M,A1,Mysuru,2,Crimes Against Property,2,856,1,100
585,329,Ningappa R Pai,30,M,A1,Bengaluru Urban,2,Crimes Against Property,2,856,1,100
586,330,Byre L Bangera,24,M,A1,Mysuru,4,Crimes Against Children,2,856,1,100
587,330,Nagendra Reddy,29,M,A2,Mysuru,4,Crimes Against Children,2,409,1,100
588,330,Nagaraj Ali,29,M,A3,Mysuru,4,Crimes Against Children,2,130,1,100
589,330,Irfan Patil,33,M,A4,Mysuru,4,Crimes Against Children,2,44,1,100
590,330,Jagadish Kamath,18,M,A5,Mysuru,4,Crimes Against Children,2,28,1,100
591,330,Hanumantha Murthy,27,M,A6,Mysuru,4,Crimes Against Children,2,16,1,100
592,330,Raghavendra Maniyar,27,M,A7,Mysuru,4,Crimes Against Children,2,11,1,100
593,331,Mohan Nayak,26,M,A1,Bengaluru Urban,4,Crimes Against Children,2,856,1,100
594,331,Hussain Hubli,34,M,A2,Bengaluru Urban,4,Crimes Against Children,2,409,1,100
595,332,Girish Bangera,18,M,A1,Bengaluru Urban,3,Crimes Against Women,2,856,1,100
596,333,Faisal C Nadaf,23,M,A1,Chikkamagaluru,8,Drug/Narcotic Offences,2,856,1,100
597,334,Vijaykumar Bhat,29,M,A1,Ballari (Bellary),6,Economic Offences,1,856,1,100
598,335,Kiran Shenoy,30,M,A1,Vijayanagara,2,Crimes Against Property,2,856,1,100
599,336,Hanumantha Y Qureshi,22,M,A1,Mysuru,4,Crimes Against Children,2,856,1,100
600,336,Faisal Suvarna,28,M,A2,Mysuru,4,Crimes Against Children,2,409,1,100
601,337,Shabbir Shenoy,23,M,A1,Bengaluru Urban,1,Crimes Against Body,2,856,1,100
602,338,Girish Joshi,37,M,A1,Bengaluru Urban,6,Economic Offences,3,856,1,100
603,338,Ningappa W Desai,34,M,A2,Bengaluru Urban,6,Economic Offences,3,409,1,100
604,339,Rizwan Qureshi,37,M,A1,Koppal,7,Cyber Crimes,1,856,1,100
605,339,Mohammed Nadaf,35,M,A2,Koppal,7,Cyber Crimes,1,409,1,100
606,339,Harish Shenoy,29,M,A3,Koppal,7,Cyber Crimes,1,130,1,100
607,340,Faiz Shenoy,30,M,A1,Tumakuru,11,Traffic Related Offences,2,856,1,100
608,340,Priya Bangera,35,F,A2,Tumakuru,11,Traffic Related Offences,2,409,1,100
609,341,Nagaraj Kotian,45,M,A1,Bengaluru Urban,2,Crimes Against Property,2,856,1,100
610,341,Hussain Suvarna,34,M,A2,Bengaluru Urban,2,Crimes Against Property,2,409,1,100
611,342,Shankar Bhat,34,M,A1,Bengaluru Urban,3,Crimes Against Women,2,856,1,100
612,343,Mahesh Gowda,34,M,A1,Bengaluru Urban,7,Cyber Crimes,1,856,1,100
613,344,Nadeem Desai,30,M,A1,Gadag,2,Crimes Against Property,2,856,1,100
614,344,Basheer U Mulla,31,M,A2,Gadag,2,Crimes Against Property,2,409,1,100
615,345,Imran Shaikh,30,M,A1,Raichur,2,Crimes Against Property,2,856,1,100
616,345,Faisal Nair,31,M,A2,Raichur,2,Crimes Against Property,2,409,1,100
617,346,Sunitha Bangera,29,F,A1,Ballari (Bellary),7,Cyber Crimes,2,856,1,100
618,347,Gopal Menon,20,M,A1,Chitradurga,1,Crimes Against Body,3,856,1,100
619,347,Girish Nadaf,32,M,A2,Chitradurga,1,Crimes Against Body,3,409,1,100
620,348,Geetha Char,32,F,A1,Uttara Kannada,15,Other IPC Crimes,2,856,1,100
621,349,Hussain Bellary,19,M,A1,Bengaluru Urban,7,Cyber Crimes,1,856,1,100
622,350,Rangaswamy Shenoy,28,M,A1,Kolar,2,Crimes Against Property,2,856,1,100
623,351,Rangaswamy Sayyad,23,M,A1,Chikkamagaluru,2,Crimes Against Property,2,856,1,100
624,351,Faisal Achar,19,M,A2,Chikkamagaluru,2,Crimes Against Property,2,409,1,100
625,352,Ashok Achar,35,M,A1,Udupi,7,Cyber Crimes,2,856,1,100
626,352,Yusuf Kini,27,M,A2,Udupi,7,Cyber Crimes,2,409,1,100
627,352,Chandrashekar Ali,21,M,A3,Udupi,7,Cyber Crimes,2,130,1,100
628,353,Abdul Joshi,18,M,A1,Ballari (Bellary),11,Traffic Related Offences,2,856,1,100
629,354,Srinivas S Bangera,24,M,A1,Bengaluru Urban,2,Crimes Against Property,1,856,1,100
630,354,Naveen Gowda,22,M,A2,Bengaluru Urban,2,Crimes Against Property,1,409,1,100
631,355,Shivu Nayak,23,M,A1,Tumakuru,1,Crimes Against Body,2,856,1,100
632,355,Gopal Murthy,40,M,A2,Tumakuru,1,Crimes Against Body,2,409,1,100
633,356,Murali Achar,26,M,A1,Mysuru,2,Crimes Against Property,2,856,1,100
634,356,Shivakumar Kotian,25,M,A2,Mysuru,2,Crimes Against Property,2,409,1,100
635,356,Mohammed Shaikh,26,M,A3,Mysuru,2,Crimes Against Property,2,130,1,100
636,357,Ravi Kamath,24,M,A1,Vijayanagara,1,Crimes Against Body,2,856,1,100
637,358,Keshav Hiremath,29,M,A1,Bengaluru Urban,1,Crimes Against Body,2,856,1,100
638,358,Raghavendra Ali,27,M,A2,Bengaluru Urban,1,Crimes Against Body,2,409,1,100
639,358,Srinivas Patil,24,M,A3,Bengaluru Urban,1,Crimes Against Body,2,130,1,100
640,359,Vinay Kini,34,M,A1,Dakshina Kannada,7,Cyber Crimes,2,856,1,100
641,360,Gururaj Patel,44,M,A1,Mysuru,8,Drug/Narcotic Offences,2,856,1,100
642,361,Aslam Kulkarni,30,M,A1,Bengaluru Urban,7,Cyber Crimes,2,856,1,100
643,362,Umesh S Reddy,21,M,A1,Belagavi (Belgaum),6,Economic Offences,2,856,1,100
644,362,Deepak J Naidu,31,M,A2,Belagavi (Belgaum),6,Economic Offences,2,409,1,100
645,362,Prakash Siddiqui,38,M,A3,Belagavi (Belgaum),6,Economic Offences,2,130,1,100
646,363,Imran E Rao,27,M,A1,Mandya,2,Crimes Against Property,2,856,1,100
647,363,Kumar Patel,33,M,A2,Mandya,2,Crimes Against Property,2,409,1,100
648,364,Byre Siddiqui,31,M,A1,Uttara Kannada,2,Crimes Against Property,2,856,1,100
649,364,Pradeep Shetty,19,M,A2,Uttara Kannada,2,Crimes Against Property,2,409,1,100
650,365,Rizwan Prabhu,27,M,A1,Koppal,3,Crimes Against Women,1,856,1,100
651,366,Abdul Desai,32,M,A1,Bengaluru Urban,3,Crimes Against Women,2,856,1,100
652,366,Hussain Achar,35,M,A2,Bengaluru Urban,3,Crimes Against Women,2,409,1,100
653,366,Hanumantha Pai,23,M,A3,Bengaluru Urban,3,Crimes Against Women,2,130,1,100
654,366,Amina Patel,21,F,A4,Bengaluru Urban,3,Crimes Against Women,2,44,1,100
655,367,Imran Ahmed alias Immi,39,M,A1,Bengaluru Urban,2,Crimes Against Property,3,856,1,100
656,367,Ratna Devadiga,21,F,A2,Bengaluru Urban,2,Crimes Against Property,3,409,1,100
657,368,Iqbal Kulkarni,27,M,A1,Kolar,11,Traffic Related Offences,2,856,1,100
658,368,Amina Nadaf,23,F,A2,Kolar,11,Traffic Related Offences,2,409,1,100
659,368,Ganesh Qureshi,18,M,A3,Kolar,11,Traffic Related Offences,2,130,1,100
660,368,Mohan Naidu,29,M,A4,Kolar,11,Traffic Related Offences,2,44,1,100
661,369,Zubaida Maniyar,23,F,A1,Belagavi (Belgaum),7,Cyber Crimes,1,856,1,100
662,369,Vijaykumar Murthy,26,M,A2,Belagavi (Belgaum),7,Cyber Crimes,1,409,1,100
663,370,Vijaykumar Sheikh,25,M,A1,Bengaluru Rural,10,Crimes Against Public Order,2,856,1,100
664,370,Syed Salian,35,M,A2,Bengaluru Rural,10,Crimes Against Public Order,2,409,1,100
665,371,Yogesh Patel,19,M,A1,Gadag,8,Drug/Narcotic Offences,1,856,1,100
666,372,Raju alias Bullet Raju,40,M,A1,Haveri,2,Crimes Against Property,2,856,1,100
667,372,Ramesh Sayyad,30,M,A2,Haveri,2,Crimes Against Property,2,409,1,100
668,373,Deepak Devadiga,23,M,A1,Mysuru,4,Crimes Against Children,1,856,1,100
669,373,Ratna Shaikh,23,F,A2,Mysuru,4,Crimes Against Children,1,409,1,100
670,374,Imran K Bangera,30,M,A1,Bengaluru Urban,2,Crimes Against Property,3,856,1,100
671,374,Gururaj Devadiga,18,M,A2,Bengaluru Urban,2,Crimes Against Property,3,409,1,100
672,375,Murali Shenoy,20,M,A1,Koppal,15,Other IPC Crimes,2,856,1,100
673,376,Madhu Shetty,34,M,A1,Bengaluru Urban,8,Drug/Narcotic Offences,2,856,1,100
674,377,Chandrashekar Shenoy,28,M,A1,Uttara Kannada,9,Arms Act Offences,2,856,1,100
675,377,Aslam N Inamdar,29,M,A2,Uttara Kannada,9,Arms Act Offences,2,409,1,100
676,378,Prema Nair,33,F,A1,Udupi,6,Economic Offences,2,856,1,100
677,379,Ganesh Ali,35,M,A1,Dakshina Kannada,1,Crimes Against Body,2,856,1,100
678,380,Darshan Swamy,27,M,A1,Ramanagara,7,Cyber Crimes,2,856,1,100
679,380,Manjunath Nadaf,24,M,A2,Ramanagara,7,Cyber Crimes,2,409,1,100
680,380,Chandru Maniyar,32,M,A3,Ramanagara,7,Cyber Crimes,2,130,1,100
681,381,Saleem Char,26,M,A1,Bengaluru Urban,8,Drug/Narcotic Offences,2,856,1,100
682,381,Santosh Nair,31,M,A2,Bengaluru Urban,8,Drug/Narcotic Offences,2,409,1,100
683,382,Shabbir Bellary,41,M,A1,Mandya,15,Other IPC Crimes,2,856,1,100
684,383,Yusuf Baig,27,M,A1,Bengaluru Urban,9,Arms Act Offences,2,856,1,100
685,384,Kiran Bellary,29,M,A1,Bengaluru Urban,2,Crimes Against Property,2,856,1,100
686,385,Byre Joshi,20,M,A1,Mysuru,2,Crimes Against Property,1,856,1,100
687,386,Puttaswamy Inamdar,26,M,A1,Mysuru,1,Crimes Against Body,2,856,1,100
688,387,Lokesh Patil,33,M,A1,Chikkamagaluru,2,Crimes Against Property,2,856,1,100
689,388,Ismail V Qureshi,27,M,A1,Vijayanagara,8,Drug/Narcotic Offences,2,856,1,100
690,388,Hussain Joshi,32,M,A2,Vijayanagara,8,Drug/Narcotic Offences,2,409,1,100
691,388,Anwar K Menon,33,M,A3,Vijayanagara,8,Drug/Narcotic Offences,2,130,1,100
692,389,Srinivas Devadiga,27,M,A1,Gadag,7,Cyber Crimes,2,856,1,100
693,389,Basheer Char,19,M,A2,Gadag,7,Cyber Crimes,2,409,1,100
694,389,Manjunath Sheikh,27,M,A3,Gadag,7,Cyber Crimes,2,130,1,100
695,390,Abdul Maniyar,21,M,A1,Uttara Kannada,11,Traffic Related Offences,2,856,1,100
696,390,Prema Shaikh,33,F,A2,Uttara Kannada,11,Traffic Related Offences,2,409,1,100
697,390,Anwar Hosur,20,M,A3,Uttara Kannada,11,Traffic Related Offences,2,130,1,100
698,391,Shankar Rao,18,M,A1,Bengaluru Urban,6,Economic Offences,2,856,1,100
699,391,Sharada Swamy,39,F,A2,Bengaluru Urban,6,Economic Offences,2,409,1,100
700,392,Raghavendra Nayak,28,M,A1,Mysuru,15,Other IPC Crimes,2,856,1,100
701,392,Manju M Khan,29,M,A2,Mysuru,15,Other IPC Crimes,2,409,1,100
702,393,Faisal Sayyad,21,M,A1,Mysuru,7,Cyber Crimes,2,856,1,100
703,394,Anwar Swamy,23,M,A1,Raichur,12,Environmental Offences,2,856,1,100
704,394,Anil Shetty,34,M,A2,Raichur,12,Environmental Offences,2,409,1,100
705,395,Byre Hubli,34,M,A1,Ramanagara,7,Cyber Crimes,2,856,1,100
706,395,Ravi Murthy,30,M,A2,Ramanagara,7,Cyber Crimes,2,409,1,100
707,395,Hanumantha M Murthy,29,M,A3,Ramanagara,7,Cyber Crimes,2,130,1,100
708,396,Ganesh R Kulkarni,31,M,A1,Bengaluru Rural,10,Crimes Against Public Order,1,856,1,100
709,396,Jameel Bangera,24,M,A2,Bengaluru Rural,10,Crimes Against Public Order,1,409,1,100
710,397,Anwar Kini,32,M,A1,Mysuru,10,Crimes Against Public Order,2,856,1,100
711,397,Basheer Nair,37,M,A2,Mysuru,10,Crimes Against Public Order,2,409,1,100
712,398,Anitha Patel,18,F,A1,Bengaluru Rural,2,Crimes Against Property,2,856,1,100
713,399,Rakesh Baig,33,M,A1,Kolar,8,Drug/Narcotic Offences,2,856,1,100
714,399,Prasad Nadaf,27,M,A2,Kolar,8,Drug/Narcotic Offences,2,409,1,100
715,399,Harish Ahmed,26,M,A3,Kolar,8,Drug/Narcotic Offences,2,130,1,100
716,400,Manjunath Kulkarni,30,M,A1,Dakshina Kannada,2,Crimes Against Property,2,856,1,100
717,401,Shankar Shaikh,33,M,A1,Kalaburagi (Gulbarga),1,Crimes Against Body,2,856,1,100
718,402,Siddappa Joshi,40,M,A1,Chamarajanagara,3,Crimes Against Women,2,856,1,100
719,403,Santhosh Kulkarni,25,M,A1,Bengaluru Urban,6,Economic Offences,2,856,1,100
720,404,Basavaraj Hubli,30,M,A1,Bidar,11,Traffic Related Offences,3,856,1,100
721,405,Faiz Inamdar,20,M,A1,Bengaluru Urban,3,Crimes Against Women,2,856,1,100
722,406,Dinesh Ahmed,31,M,A1,Chikkaballapura,3,Crimes Against Women,2,856,1,100
723,406,Keshav Sayyad,40,M,A2,Chikkaballapura,3,Crimes Against Women,2,409,1,100
724,407,Mahadeva J Patel,31,M,A1,Ramanagara,2,Crimes Against Property,3,856,1,100
725,407,Gururaj Ansari,27,M,A2,Ramanagara,2,Crimes Against Property,3,409,1,100
726,408,Syed Menon,27,M,A1,Bengaluru Urban,11,Traffic Related Offences,2,856,1,100
727,409,Satish alias Satta Satish,38,M,A1,Bengaluru Urban,6,Economic Offences,3,856,1,100
728,409,Siddappa Hubli,33,M,A2,Bengaluru Urban,6,Economic Offences,3,409,1,100
729,410,Keshav Reddy,31,M,A1,Chikkaballapura,9,Arms Act Offences,3,856,1,100
730,411,Rakesh Reddy,18,M,A1,Shivamogga,2,Crimes Against Property,2,856,1,100
731,412,Basheer Siddiqui,26,M,A1,Mysuru,8,Drug/Narcotic Offences,2,856,1,100
732,413,Sharada Kini,23,F,A1,Raichur,13,Crimes Related to Documents/Property,2,856,1,100
733,414,Shankar G Bhat,31,M,A1,Ramanagara,7,Cyber Crimes,2,856,1,100
734,415,Basavaraj alias Basya,29,M,A1,Davanagere,3,Crimes Against Women,2,856,1,100
735,415,Satish Gowda,38,M,A2,Davanagere,3,Crimes Against Women,2,409,1,100
736,416,Deepak Kini,28,M,A1,Mysuru,2,Crimes Against Property,2,856,1,100
737,416,Venkatesh Desai,33,M,A2,Mysuru,2,Crimes Against Property,2,409,1,100
738,416,Kumar Hiremath,28,M,A3,Mysuru,2,Crimes Against Property,2,130,1,100
739,416,Vijaykumar Shaikh,19,M,A4,Mysuru,2,Crimes Against Property,2,44,1,100
740,416,Mahadev Poojary,32,M,A5,Mysuru,2,Crimes Against Property,2,28,1,100
741,417,Geetha Prabhu,41,F,A1,Bagalkote,3,Crimes Against Women,3,856,1,100
742,417,Kiran Kamath,29,M,A2,Bagalkote,3,Crimes Against Women,3,409,1,100
743,417,Jagadish Kulkarni,28,M,A3,Bagalkote,3,Crimes Against Women,3,130,1,100
744,417,Raghavendra Desai,24,M,A4,Bagalkote,3,Crimes Against Women,3,44,1,100
745,418,Syed Char,24,M,A1,Dakshina Kannada,1,Crimes Against Body,2,856,1,100
746,418,Girish Hosur,27,M,A2,Dakshina Kannada,1,Crimes Against Body,2,409,1,100
747,419,Anil Ahmed,32,M,A1,Koppal,3,Crimes Against Women,2,856,1,100
748,420,Ravi Sheikh,27,M,A1,Bengaluru Urban,2,Crimes Against Property,2,856,1,100
749,421,Basavaraj Hegde,33,M,A1,Gadag,10,Crimes Against Public Order,2,856,1,100
750,422,Shankar Char,18,M,A1,Chamarajanagara,11,Traffic Related Offences,2,856,1,100
751,422,Jagadish Reddy,30,M,A2,Chamarajanagara,11,Traffic Related Offences,2,409,1,100
752,423,Santhosh U Hiremath,30,M,A1,Mysuru,6,Economic Offences,2,856,1,100
753,424,Mohammed Ansari,29,M,A1,Bengaluru Urban,11,Traffic Related Offences,2,856,1,100
754,425,Imran Kamath,26,M,A1,Kalaburagi (Gulbarga),2,Crimes Against Property,2,856,1,100
755,425,Jameel Achar,21,M,A2,Kalaburagi (Gulbarga),2,Crimes Against Property,2,409,1,100
756,425,Pushpa Salian,33,F,A3,Kalaburagi (Gulbarga),2,Crimes Against Property,2,130,1,100
757,425,Ningappa Murthy,21,M,A4,Kalaburagi (Gulbarga),2,Crimes Against Property,2,44,1,100
758,426,Mohammed Ali,26,M,A1,Vijayanagara,2,Crimes Against Property,2,856,1,100
759,426,Umesh Murthy,18,M,A2,Vijayanagara,2,Crimes Against Property,2,409,1,100
760,427,Nagaraj Sheikh,28,M,A1,Bengaluru Urban,1,Crimes Against Body,1,856,1,100
761,428,Irfan Bellary,25,M,A1,Udupi,4,Crimes Against Children,2,856,1,100
762,428,Faiz Maniyar,34,M,A2,Udupi,4,Crimes Against Children,2,409,1,100
763,429,Faisal Bhat,36,M,A1,Bengaluru Urban,2,Crimes Against Property,2,856,1,100
764,430,Prakash Achar,26,M,A1,Bengaluru Urban,2,Crimes Against Property,2,856,1,100
765,430,Vijaykumar Khan,44,M,A2,Bengaluru Urban,2,Crimes Against Property,2,409,1,100
766,431,Akbar Shetty,38,M,A1,Bengaluru Urban,2,Crimes Against Property,2,856,1,100
767,432,Thimmappa Inamdar,23,M,A1,Mysuru,3,Crimes Against Women,2,856,1,100
768,433,Prakash Pai,37,M,A1,Kolar,7,Cyber Crimes,2,856,1,100
769,433,Siddappa Ali,33,M,A2,Kolar,7,Cyber Crimes,2,409,1,100
770,434,Fatima Murthy,23,F,A1,Bidar,3,Crimes Against Women,2,856,1,100
771,435,Lokesh Nadaf,21,M,A1,Bengaluru Urban,8,Drug/Narcotic Offences,1,856,1,100
772,436,Jameel Kamath,24,M,A1,Dharwad,3,Crimes Against Women,1,856,1,100
773,437,Suresh Achar,31,M,A1,Gadag,10,Crimes Against Public Order,1,856,1,100
774,438,Imran Salian,27,M,A1,Raichur,6,Economic Offences,2,856,1,100
775,439,Umesh Char,29,M,A1,Bengaluru Urban,10,Crimes Against Public Order,2,856,1,100
776,439,Puttaswamy E Murthy,37,M,A2,Bengaluru Urban,10,Crimes Against Public Order,2,409,1,100
777,440,Deepak Kumar alias Cyber Deepak,27,M,A1,Bengaluru Urban,7,Cyber Crimes,2,856,1,100
778,440,Prasad Y Sheikh,33,M,A2,Bengaluru Urban,7,Cyber Crimes,2,409,1,100
779,441,Mohan Bhat,37,M,A1,Bengaluru Urban,3,Crimes Against Women,2,856,1,100
780,442,Kumar Bhat,37,M,A1,Davanagere,3,Crimes Against Women,2,856,1,100
781,442,Asha Hubli,29,F,A2,Davanagere,3,Crimes Against Women,2,409,1,100
782,442,Faiz Khan,30,M,A3,Davanagere,3,Crimes Against Women,2,130,1,100
783,442,Jameel Sheikh,28,M,A4,Davanagere,3,Crimes Against Women,2,44,1,100
784,442,Parveen Char,36,F,A5,Davanagere,3,Crimes Against Women,2,28,1,100
785,443,Jagadish Siddiqui,29,M,A1,Kodagu,2,Crimes Against Property,2,856,1,100
786,444,Prakash L Siddiqui,29,M,A1,Bagalkote,3,Crimes Against Women,2,856,1,100
787,445,Mallesh Suvarna,19,M,A1,Bengaluru Urban,6,Economic Offences,2,856,1,100
788,446,Basavaraj alias Basya,28,M,A1,Chikkamagaluru,3,Crimes Against Women,2,856,1,100
789,446,Kempe Ali,27,M,A2,Chikkamagaluru,3,Crimes Against Women,2,409,1,100
790,447,Shankar L Qureshi,25,M,A1,Mysuru,8,Drug/Narcotic Offences,2,856,1,100
791,447,Imran Prabhu,28,M,A2,Mysuru,8,Drug/Narcotic Offences,2,409,1,100
792,448,Vishwanath Char,36,M,A1,Bagalkote,3,Crimes Against Women,2,856,1,100
793,449,Rajesh Bangera,27,M,A1,Davanagere,8,Drug/Narcotic Offences,1,856,1,100
794,449,Rajesh Murthy,28,M,A2,Davanagere,8,Drug/Narcotic Offences,1,409,1,100
795,450,Rashid Maniyar,35,M,A1,Bengaluru Urban,7,Cyber Crimes,2,856,1,100
796,451,Geetha Sheikh,36,F,A1,Yadgir,15,Other IPC Crimes,2,856,1,100
797,452,Santhosh B Kulkarni,42,M,A1,Mysuru,6,Economic Offences,2,856,1,100
798,452,Keshav Kamath,35,M,A2,Mysuru,6,Economic Offences,2,409,1,100
799,453,Byre R Joshi,27,M,A1,Chikkaballapura,5,Crimes Against SCs/STs,2,856,1,100
800,454,Rangaswamy P Ansari,22,M,A1,Bidar,8,Drug/Narcotic Offences,2,856,1,100
801,455,Umesh Shetty,25,M,A1,Chamarajanagara,3,Crimes Against Women,2,856,1,100
802,456,Prakash J Kini,25,M,A1,Belagavi (Belgaum),6,Economic Offences,1,856,1,100
803,457,Vinay Rao,38,M,A1,Bengaluru Urban,7,Cyber Crimes,3,856,1,100
804,457,Suresh Y Desai,30,M,A2,Bengaluru Urban,7,Cyber Crimes,3,409,1,100
805,457,Rashid Ahmed,30,M,A3,Bengaluru Urban,7,Cyber Crimes,3,130,1,100
806,457,Harish F Sayyad,27,M,A4,Bengaluru Urban,7,Cyber Crimes,3,44,1,100
807,457,Rangaswamy F Rao,26,M,A5,Bengaluru Urban,7,Cyber Crimes,3,28,1,100
808,457,Jagadish Inamdar,25,M,A6,Bengaluru Urban,7,Cyber Crimes,3,16,1,100
809,457,Jagadish Ahmed,21,M,A7,Bengaluru Urban,7,Cyber Crimes,3,11,1,100
810,457,Byre Ahmed,18,M,A8,Bengaluru Urban,7,Cyber Crimes,3,6,1,100
811,458,Papanna alias Paapi,24,M,A1,Yadgir,1,Crimes Against Body,2,856,1,100
812,458,Venkatesh Rao,22,M,A2,Yadgir,1,Crimes Against Body,2,409,1,100
813,459,Ganesh Khan,29,M,A1,Ballari (Bellary),7,Cyber Crimes,2,856,1,100
814,460,Shivu Hubli,26,M,A1,Bengaluru Urban,11,Traffic Related Offences,2,856,1,100
815,461,Ramesh Shetty,28,M,A1,Tumakuru,3,Crimes Against Women,2,856,1,100
816,462,Imran Menon,35,M,A1,Chikkaballapura,2,Crimes Against Property,2,856,1,100
817,463,Abdul L Joshi,42,M,A1,Udupi,7,Cyber Crimes,3,856,1,100
818,464,Iqbal Bangera,31,M,A1,Bengaluru Urban,2,Crimes Against Property,1,856,1,100
819,465,Pradeep Inamdar,18,M,A1,Dakshina Kannada,4,Crimes Against Children,1,856,1,100
820,466,Anil K Kulkarni,28,M,A1,Bengaluru Urban,7,Cyber Crimes,2,856,1,100
821,467,Ganesh Siddiqui,20,M,A1,Kodagu,2,Crimes Against Property,1,856,1,100
822,467,Raghavendra Patil,39,M,A2,Kodagu,2,Crimes Against Property,1,409,1,100
823,468,Basavaraj C Hubli,23,M,A1,Shivamogga,9,Arms Act Offences,2,856,1,100
824,468,Girish K Nayak,31,M,A2,Shivamogga,9,Arms Act Offences,2,409,1,100
825,469,Akbar Patel,33,M,A1,Bengaluru Urban,2,Crimes Against Property,2,856,1,100
826,470,Mohammed Siddiqui,28,M,A1,Gadag,2,Crimes Against Property,2,856,1,100
827,471,Santhosh W Sheikh,25,M,A1,Bengaluru Urban,1,Crimes Against Body,2,856,1,100
828,472,Saleem Rao,22,M,A1,Belagavi (Belgaum),11,Traffic Related Offences,3,856,1,100
829,472,Akbar Nadaf,23,M,A2,Belagavi (Belgaum),11,Traffic Related Offences,3,409,1,100
830,473,Satish alias Satta Satish,37,M,A1,Bengaluru Urban,6,Economic Offences,2,856,1,100
831,473,Harish Nair,28,M,A2,Bengaluru Urban,6,Economic Offences,2,409,1,100
832,474,Basavaraj Inamdar,27,M,A1,Bengaluru Urban,6,Economic Offences,2,856,1,100
833,475,Ramesh Shenoy,29,M,A1,Gadag,1,Crimes Against Body,2,856,1,100
834,475,Zainab Char,29,F,A2,Gadag,1,Crimes Against Body,2,409,1,100
835,476,Mahesh L Gowda,31,M,A1,Mysuru,4,Crimes Against Children,2,856,1,100
836,477,Gopal Achar,35,M,A1,Vijayapura,1,Crimes Against Body,2,856,1,100
837,477,Nadeem Sayyad,39,M,A2,Vijayapura,1,Crimes Against Body,2,409,1,100
838,478,Darshan Baig,19,M,A1,Bengaluru Urban,2,Crimes Against Property,3,856,1,100
839,479,Shabbir Char,40,M,A1,Bengaluru Rural,1,Crimes Against Body,2,856,1,100
840,479,Ismail Siddiqui,23,M,A2,Bengaluru Rural,1,Crimes Against Body,2,409,1,100
841,479,Byre Char,21,M,A3,Bengaluru Rural,1,Crimes Against Body,2,130,1,100
842,480,Byre H Joshi,31,M,A1,Gadag,6,Economic Offences,3,856,1,100
843,481,Faiz Siddiqui,18,M,A1,Belagavi (Belgaum),3,Crimes Against Women,2,856,1,100
844,481,Santosh Kulkarni,24,M,A2,Belagavi (Belgaum),3,Crimes Against Women,2,409,1,100
845,482,Faiz Kini,19,M,A1,Ramanagara,3,Crimes Against Women,2,856,1,100
846,483,Faisal Ahmed,34,M,A1,Uttara Kannada,7,Cyber Crimes,2,856,1,100
847,483,Raghavendra Bangera,29,M,A2,Uttara Kannada,7,Cyber Crimes,2,409,1,100
848,484,Chandrashekar Nair,18,M,A1,Bengaluru Urban,1,Crimes Against Body,2,856,1,100
849,485,Prakash Bhat,32,M,A1,Kalaburagi (Gulbarga),10,Crimes Against Public Order,1,856,1,100
850,486,Faiz Char,28,M,A1,Mysuru,3,Crimes Against Women,1,856,1,100
851,487,Mahesh Mulla,30,M,A1,Bengaluru Urban,8,Drug/Narcotic Offences,2,856,1,100
852,487,Akbar Maniyar,37,M,A2,Bengaluru Urban,8,Drug/Narcotic Offences,2,409,1,100
853,487,Zainab Qureshi,26,F,A3,Bengaluru Urban,8,Drug/Narcotic Offences,2,130,1,100
854,488,Ravi Khan,32,M,A1,Bengaluru Urban,2,Crimes Against Property,3,856,1,100
855,488,Basavaraj Bangera,26,M,A2,Bengaluru Urban,2,Crimes Against Property,3,409,1,100
856,489,Priya Suvarna,18,F,A1,Kolar,2,Crimes Against Property,2,856,1,100
857,490,Faisal Maniyar,25,M,A1,Ramanagara,2,Crimes Against Property,3,856,1,100
858,490,Anwar Char,23,M,A2,Ramanagara,2,Crimes Against Property,3,409,1,100
859,491,Mahesh Ansari,35,M,A1,Bengaluru Urban,10,Crimes Against Public Order,2,856,1,100
